student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail,grade_category
S01420,Male,17,Bachelor,Medium,Yes,Quiet,4.03,96.2,5.92,3.3,48.3,48.9,2,No,36.8,40.5,54.0,52.9,48.6,2.44,Fail,F
S01421,Male,17,Bachelor,Medium,Yes,Moderate,4.05,100.0,6.45,2.3,88.0,75.6,2,No,61.5,71.6,70.8,60.6,66.4,2.85,Pass,C
S01422,Male,18,High School,Low,Yes,Quiet,1.56,87.4,5.35,1.2,80.3,67.0,1,No,43.4,53.4,48.4,53.2,51.7,2.34,Pass,D
S01423,Male,18,Master,Medium,Yes,Quiet,3.36,75.7,8.63,2.8,79.1,100.0,1,No,66.4,67.6,67.4,62.9,65.3,2.84,Pass,C
S01424,Male,18,Bachelor,Medium,Yes,Noisy,3.4,76.0,7.0,2.1,85.7,53.5,3,Yes,45.4,49.7,38.6,44.9,45.1,1.98,Fail,F
S01425,Female,16,Master,Low,Yes,Quiet,2.15,79.6,6.09,0.0,76.3,52.6,1,Yes,52.3,48.2,36.3,52.8,46.9,1.99,Fail,F
S01426,Female,15,High School,Medium,Yes,Moderate,3.43,95.3,5.95,2.8,55.7,61.1,0,Yes,83.0,73.1,72.5,87.9,79.1,3.1,Pass,C
S01427,Male,18,High School,Low,Yes,Noisy,1.1,80.0,5.79,1.0,62.9,78.9,3,No,35.7,35.3,57.6,47.2,44.0,1.61,Fail,F
S01428,Male,18,Bachelor,Low,Yes,Quiet,1.89,94.6,7.37,2.7,63.8,79.1,2,Yes,51.9,33.9,30.2,38.2,40.7,1.54,Fail,F
S01429,Female,18,High School,Medium,No,Quiet,3.72,69.8,5.35,2.3,90.0,61.8,3,Yes,44.0,36.2,39.2,52.2,44.4,1.81,Fail,F
S01430,Male,15,Bachelor,Medium,Yes,Moderate,3.04,87.9,6.82,3.1,100.0,85.2,3,No,32.8,42.3,52.3,73.7,49.6,1.99,Fail,F
S01431,Male,15,High School,High,Yes,Moderate,3.1,77.5,7.57,0.0,73.0,63.5,3,No,40.9,54.2,44.5,58.2,45.4,1.73,Fail,F
S01432,Male,18,Bachelor,High,Yes,Moderate,2.79,90.2,6.41,1.0,100.0,82.8,2,Yes,50.4,55.7,55.4,60.2,58.3,2.3,Pass,D
S01433,Female,18,PhD,Medium,Yes,Moderate,3.64,82.4,5.99,2.7,51.6,49.1,1,No,58.7,44.2,49.1,52.2,47.2,2.1,Fail,F
S01434,Female,17,Bachelor,Medium,Yes,Noisy,3.7,93.0,7.84,6.8,72.4,55.5,6,Yes,45.7,43.5,46.7,19.3,38.5,1.68,Fail,F
S01435,Female,18,Master,Medium,Yes,Quiet,3.95,80.7,5.87,2.7,82.7,63.8,1,Yes,63.7,40.0,54.6,56.3,53.2,2.08,Pass,D
S01436,Female,16,Bachelor,Low,Yes,Moderate,3.15,84.7,6.72,1.8,41.7,69.1,1,Yes,42.3,44.0,31.8,53.8,44.9,1.63,Fail,F
S01437,Female,16,Bachelor,Medium,Yes,Quiet,2.53,93.1,7.12,3.8,100.0,57.4,1,Yes,48.9,44.9,44.1,52.6,49.5,2.21,Fail,F
S01438,Male,18,Master,High,Yes,Quiet,2.33,84.0,6.4,1.6,69.6,57.2,0,No,55.0,42.5,48.2,39.3,44.4,2.06,Fail,F
S01439,Female,15,Master,Medium,Yes,Quiet,1.73,85.6,5.8,3.1,80.5,76.8,1,No,34.6,42.9,43.1,34.6,39.1,1.45,Fail,F
S01440,Male,17,Master,Low,Yes,Moderate,2.52,92.6,6.44,2.6,86.7,82.3,1,No,32.7,45.1,49.7,57.3,45.5,1.65,Fail,F
S01441,Male,15,High School,Medium,Yes,Noisy,2.27,84.2,7.34,4.1,56.1,58.3,1,No,41.4,24.3,22.1,26.0,27.0,1.36,Fail,F
S01442,Female,18,Bachelor,Low,Yes,Quiet,4.92,69.2,6.27,3.5,100.0,49.9,1,No,48.0,49.8,55.7,51.7,49.6,2.79,Fail,F
S01443,Female,16,High School,Medium,Yes,Quiet,1.74,79.3,7.45,1.8,82.0,71.5,5,No,37.4,30.8,36.2,33.5,33.8,1.57,Fail,F
S01444,Male,17,Bachelor,Medium,Yes,Quiet,4.24,65.8,6.74,0.2,74.9,77.0,3,Yes,38.5,52.9,53.1,63.0,51.0,2.04,Pass,D
S01445,Male,15,Bachelor,Medium,Yes,Quiet,2.68,82.5,6.39,0.9,63.3,54.3,5,Yes,53.2,38.8,55.6,58.8,54.8,2.04,Pass,D
S01446,Male,15,Master,Medium,Yes,Moderate,2.75,89.7,6.27,2.9,83.1,95.1,7,No,39.0,46.3,43.1,61.9,51.2,1.96,Pass,D
S01447,Female,18,Master,High,Yes,Moderate,3.48,86.2,7.23,2.4,56.4,56.8,1,No,49.1,43.1,54.4,44.2,45.2,1.7,Fail,F
S01448,Female,17,Bachelor,Low,Yes,Noisy,1.3,98.9,8.13,2.5,82.1,66.0,1,Yes,43.6,50.3,51.9,43.2,47.3,2.05,Fail,F
S01449,Female,16,High School,High,Yes,Moderate,2.04,97.8,7.12,2.9,100.0,66.3,1,Yes,48.3,54.0,59.3,66.2,56.2,2.27,Pass,D
S01450,Female,18,Master,Medium,Yes,Moderate,1.51,87.6,6.04,1.3,97.5,57.8,1,Yes,23.7,49.2,32.5,26.6,32.0,1.08,Fail,F
S01451,Female,17,High School,High,Yes,Quiet,2.54,61.1,8.09,2.3,71.7,97.2,1,Yes,50.4,59.0,50.6,64.3,59.0,2.7,Pass,D
S01452,Male,15,Bachelor,Medium,No,Moderate,1.91,91.7,6.11,2.5,75.8,56.0,2,No,35.1,34.2,51.5,43.0,42.6,2.0,Fail,F
S01453,Female,18,High School,Low,Yes,Moderate,4.58,77.3,8.73,0.3,88.1,96.0,2,Yes,98.4,83.6,76.2,76.3,84.0,3.0,Pass,B
S01454,Male,15,High School,High,Yes,Noisy,2.3,93.8,6.84,1.6,97.7,65.5,0,No,53.8,52.3,43.2,53.7,49.8,1.91,Fail,F
S01455,Male,15,PhD,Medium,Yes,Noisy,0.5,88.1,6.12,3.1,100.0,65.5,4,No,46.2,37.9,41.0,36.9,42.9,1.4,Fail,F
S01456,Male,18,High School,Low,Yes,Noisy,2.6,91.6,7.56,3.5,100.0,60.3,0,Yes,54.2,47.4,60.0,52.6,54.5,2.1,Pass,D
S01457,Female,18,Bachelor,Low,Yes,Quiet,3.97,90.0,6.69,1.3,66.0,80.2,3,Yes,50.2,55.6,62.5,59.6,57.4,2.35,Pass,D
S01458,Female,18,High School,Medium,Yes,Quiet,4.96,100.0,7.44,3.2,91.3,99.7,3,No,76.7,61.1,61.1,77.8,66.5,2.96,Pass,C
S01459,Female,18,Master,Medium,Yes,Noisy,2.72,90.2,7.09,1.6,59.2,61.5,1,Yes,27.7,29.9,23.2,34.8,28.3,1.2,Fail,F
S01460,Male,18,Master,Medium,Yes,Moderate,2.38,72.2,5.62,1.2,73.1,65.5,0,No,34.5,49.8,35.4,46.1,40.5,1.49,Fail,F
S01461,Male,15,High School,Medium,Yes,Moderate,2.98,95.7,6.93,5.4,62.4,91.9,5,No,57.6,36.8,36.0,42.8,41.3,1.59,Fail,F
S01462,Male,16,High School,Medium,Yes,Quiet,3.5,80.7,7.5,1.9,62.7,53.2,3,Yes,51.4,42.8,61.0,50.4,56.1,2.08,Pass,D
S01463,Male,16,Bachelor,Medium,No,Noisy,1.65,98.5,7.11,0.3,83.6,58.3,4,Yes,49.1,38.6,53.9,49.0,45.3,1.92,Fail,F
S01464,Male,18,High School,Medium,Yes,Moderate,2.71,100.0,8.26,1.8,69.6,90.5,1,No,51.3,42.0,43.6,47.9,49.2,2.03,Fail,F
S01465,Male,15,Bachelor,Low,Yes,Moderate,2.94,91.2,7.31,2.1,84.3,76.3,3,No,51.4,54.9,45.9,39.4,46.8,2.33,Fail,F
S01466,Female,16,High School,High,Yes,Noisy,3.05,72.2,6.76,3.9,61.9,57.0,4,No,31.6,19.5,35.0,45.8,31.6,1.34,Fail,F
S01467,Female,16,High School,Low,No,Quiet,2.83,80.4,7.21,2.0,87.3,79.3,1,No,54.2,56.3,59.1,50.5,55.7,2.06,Pass,D
S01468,Female,16,Bachelor,Medium,No,Moderate,1.88,98.4,6.51,3.1,73.5,46.9,1,No,34.9,22.9,23.4,48.8,31.7,1.56,Fail,F
S01469,Female,15,High School,Medium,Yes,Moderate,3.41,100.0,7.36,4.1,75.6,86.3,1,Yes,30.1,33.9,40.0,29.4,36.0,1.66,Fail,F
S01470,Male,18,Master,Medium,Yes,Moderate,2.95,85.6,7.36,1.6,60.5,40.5,1,No,45.6,55.0,52.1,43.3,48.6,2.36,Fail,F
S01471,Male,18,High School,Low,Yes,Quiet,2.94,82.3,5.76,2.9,95.3,54.7,2,No,35.3,44.3,39.0,47.8,38.1,1.88,Fail,F
S01472,Female,18,High School,Low,Yes,Moderate,1.7,73.2,7.77,2.4,82.1,75.6,2,Yes,51.6,51.5,34.2,41.7,43.8,2.17,Fail,F
S01473,Male,17,PhD,Medium,Yes,Moderate,3.77,73.3,9.23,2.8,88.1,51.1,2,No,48.1,52.7,54.6,56.9,54.0,2.34,Pass,D
S01474,Female,17,Bachelor,High,Yes,Moderate,1.86,87.3,7.55,2.7,60.9,70.2,4,No,35.2,33.8,29.0,56.6,37.0,1.73,Fail,F
S01475,Female,17,Bachelor,Medium,Yes,Noisy,4.94,92.0,4.97,2.7,90.1,78.5,1,No,59.1,57.7,70.8,56.7,63.2,2.16,Pass,D
S01476,Female,15,High School,Medium,Yes,Quiet,1.58,70.1,6.57,2.1,80.6,58.9,2,No,29.0,35.1,32.7,26.4,30.2,0.92,Fail,F
S01477,Male,16,Bachelor,Medium,Yes,Noisy,3.91,93.3,5.72,2.5,72.6,68.2,4,No,55.4,55.3,55.2,59.6,52.2,2.18,Pass,D
S01478,Female,16,Bachelor,Low,Yes,Moderate,0.71,98.7,6.71,2.1,100.0,82.6,1,Yes,52.4,40.3,46.2,56.9,51.3,1.98,Pass,D
S01479,Female,15,High School,Low,Yes,Moderate,0.5,91.3,7.69,6.0,86.1,76.7,1,No,22.9,21.6,31.2,9.8,20.2,1.01,Fail,F
S01480,Female,15,Master,Low,No,Quiet,2.33,100.0,6.28,3.4,86.8,92.8,7,No,44.9,36.6,50.2,49.2,42.6,1.73,Fail,F
S01481,Male,18,Bachelor,Medium,Yes,Quiet,0.5,88.6,8.88,2.5,50.5,57.4,2,Yes,29.3,24.8,17.6,34.1,23.3,0.95,Fail,F
S01482,Male,18,High School,Low,No,Moderate,3.88,88.7,4.12,2.0,96.2,55.1,1,Yes,62.2,64.9,65.6,55.9,62.6,2.65,Pass,D
S01483,Female,17,Bachelor,Low,Yes,Quiet,2.97,88.5,6.75,4.0,86.7,89.7,2,No,56.5,59.3,45.4,38.6,51.8,1.78,Pass,D
S01484,Male,17,Bachelor,Medium,Yes,Noisy,4.68,98.6,7.38,1.3,98.6,75.7,1,No,58.3,66.9,52.6,71.5,59.9,2.44,Pass,D
S01485,Male,15,High School,High,Yes,Quiet,2.8,90.4,5.78,0.6,71.1,66.2,2,No,45.8,37.2,31.1,61.2,43.6,1.9,Fail,F
S01486,Male,17,Bachelor,High,Yes,Noisy,3.29,79.7,5.91,0.5,69.3,61.2,1,Yes,58.8,49.7,59.7,69.3,57.6,2.25,Pass,D
S01487,Male,16,High School,Medium,Yes,Moderate,2.68,89.2,7.76,4.4,100.0,82.2,4,Yes,44.3,58.2,49.9,67.8,56.9,2.59,Pass,D
S01488,Male,15,Bachelor,Low,Yes,Moderate,1.95,89.3,8.93,4.4,94.4,64.2,4,No,36.4,32.3,40.9,49.3,38.2,1.92,Fail,F
S01489,Male,15,Master,Medium,No,Quiet,2.51,82.9,9.05,2.7,58.6,81.7,1,No,34.0,28.7,36.5,32.3,33.1,1.16,Fail,F
S01490,Male,16,Bachelor,Low,Yes,Quiet,1.56,95.2,6.65,1.7,80.2,89.0,2,No,29.4,39.3,31.7,41.4,36.2,1.67,Fail,F
S01491,Male,18,Master,Medium,Yes,Quiet,3.46,85.9,8.35,1.7,95.3,71.6,2,No,72.6,69.8,74.1,73.3,71.4,2.92,Pass,C
S01492,Male,18,High School,Medium,Yes,Moderate,2.63,92.1,6.93,5.6,82.7,49.6,1,Yes,35.8,22.3,19.1,15.1,21.1,0.12,Fail,F
S01493,Male,16,Bachelor,Medium,Yes,Moderate,2.88,90.1,7.92,2.4,71.8,78.5,1,No,41.0,34.3,33.4,37.3,35.3,1.31,Fail,F
S01494,Female,16,Master,High,Yes,Moderate,6.39,77.7,6.79,3.0,70.0,86.6,0,Yes,85.5,81.8,83.3,82.7,84.2,3.19,Pass,B
S01495,Female,17,Bachelor,Medium,Yes,Noisy,2.52,75.2,5.87,1.8,81.0,88.0,2,Yes,54.0,60.7,60.9,52.4,55.6,2.36,Pass,D
S01496,Male,15,Bachelor,Medium,Yes,Moderate,3.38,77.8,8.6,2.6,95.3,72.5,2,No,36.1,45.0,31.7,46.7,40.3,1.85,Fail,F
S01497,Female,17,High School,Low,Yes,Quiet,2.94,84.2,8.86,3.1,65.1,44.3,1,No,52.7,69.2,74.9,57.4,64.3,2.59,Pass,D
S01498,Female,16,High School,High,Yes,Quiet,4.39,100.0,6.58,5.2,48.0,63.2,3,No,62.6,59.0,62.3,60.4,62.5,2.35,Pass,D
S01499,Male,17,High School,Low,Yes,Noisy,3.29,84.5,7.94,2.4,73.9,62.5,1,No,33.7,33.2,48.2,57.7,43.5,1.84,Fail,F
S01500,Male,16,PhD,High,Yes,Quiet,2.67,88.7,6.85,3.3,86.8,82.8,1,No,52.4,49.3,60.9,61.0,54.9,1.85,Pass,D
S01501,Male,17,High School,Medium,Yes,Moderate,5.75,93.7,9.18,2.0,90.1,76.2,2,No,83.3,76.2,66.8,83.4,77.2,2.82,Pass,C
S01502,Female,17,Master,Low,No,Quiet,1.97,81.4,5.51,2.8,64.8,83.5,3,No,61.2,46.5,43.9,43.8,49.0,1.88,Fail,F
S01503,Female,18,Bachelor,High,Yes,Quiet,2.77,80.9,6.82,3.0,84.0,59.8,4,Yes,61.5,48.9,54.0,62.7,53.4,1.78,Pass,D
S01504,Male,16,High School,Low,Yes,Moderate,4.1,95.5,5.55,2.2,70.4,73.2,0,Yes,53.3,65.6,61.6,37.8,56.4,2.4,Pass,D
S01505,Male,17,Bachelor,High,No,Moderate,2.02,90.7,5.41,2.9,91.0,35.6,2,No,33.0,27.2,41.6,30.1,33.2,1.51,Fail,F
S01506,Male,15,Master,Low,Yes,Moderate,3.92,79.4,6.88,1.4,78.0,63.9,3,Yes,53.1,52.0,67.7,69.0,62.2,2.24,Pass,D
S01507,Female,17,Master,High,Yes,Moderate,2.42,80.9,6.55,3.3,92.6,47.7,3,No,35.0,56.5,49.8,54.3,52.3,1.54,Pass,D
S01508,Female,17,High School,Medium,Yes,Quiet,4.2,85.9,5.99,2.6,81.0,96.1,5,No,79.7,66.5,65.0,82.8,74.9,2.82,Pass,C
S01509,Female,15,High School,Medium,Yes,Quiet,4.17,88.3,7.84,1.7,87.5,77.0,2,No,66.5,54.1,50.0,51.9,55.3,2.27,Pass,D
S01510,Female,16,High School,Medium,Yes,Moderate,2.89,97.4,8.3,2.3,73.4,76.4,5,Yes,50.7,63.5,57.6,50.5,55.4,2.24,Pass,D
S01511,Male,18,High School,Low,Yes,Moderate,1.8,90.3,7.51,4.5,69.3,51.6,0,No,45.4,39.9,27.5,26.6,36.2,1.24,Fail,F
S01512,Male,18,Bachelor,High,Yes,Quiet,2.53,75.2,5.12,2.3,75.7,68.1,1,No,43.8,44.1,50.2,44.1,43.9,1.65,Fail,F
S01513,Male,18,Master,Low,Yes,Moderate,2.98,77.1,7.34,3.1,89.2,79.9,2,Yes,63.3,51.0,55.0,57.6,57.2,1.84,Pass,D
S01514,Male,15,High School,Medium,Yes,Moderate,4.07,88.1,7.33,3.1,100.0,56.9,2,No,52.8,81.2,74.2,71.3,67.7,2.75,Pass,C
S01515,Female,17,Bachelor,Medium,Yes,Quiet,3.38,86.4,6.16,3.4,98.9,63.1,1,No,46.9,55.1,49.0,37.3,45.6,1.77,Fail,F
S01516,Female,16,Bachelor,Medium,Yes,Moderate,3.65,76.6,7.35,0.8,100.0,86.6,2,Yes,49.5,67.9,59.6,59.2,56.7,2.04,Pass,D
S01517,Male,17,High School,Low,Yes,Moderate,3.42,95.5,6.49,0.9,78.4,53.9,1,No,58.4,50.7,45.3,43.1,49.4,2.18,Fail,F
S01518,Male,18,High School,Low,Yes,Quiet,4.02,62.5,6.18,1.4,71.9,63.5,1,Yes,46.6,64.9,46.6,41.6,51.7,1.36,Pass,D
S01519,Female,17,Bachelor,Low,Yes,Moderate,2.76,88.4,5.82,3.4,46.9,57.7,3,No,45.4,45.7,55.3,45.1,45.6,1.52,Fail,F
S01520,Male,15,Master,High,Yes,Moderate,3.2,69.5,7.83,2.9,71.0,75.1,4,No,58.2,53.2,57.1,68.5,59.7,2.09,Pass,D
S01521,Female,15,Bachelor,Low,Yes,Noisy,3.03,93.8,8.29,2.8,59.3,81.6,1,Yes,35.5,44.7,51.1,42.9,41.1,1.83,Fail,F
S01522,Male,16,High School,High,Yes,Moderate,2.47,82.4,6.86,2.3,91.5,94.1,3,Yes,52.9,50.7,57.5,44.3,50.1,1.84,Pass,D
S01523,Male,16,High School,Low,Yes,Quiet,4.21,92.5,7.98,0.5,77.0,75.9,4,No,64.5,69.9,60.9,65.3,62.6,2.87,Pass,D
S01524,Male,18,High School,Low,Yes,Quiet,4.19,81.1,8.53,1.6,60.2,88.7,1,No,55.6,48.9,64.5,60.7,60.6,2.87,Pass,D
S01525,Male,16,Bachelor,Medium,Yes,Noisy,4.45,98.3,7.13,2.8,88.2,75.5,0,No,68.8,80.4,75.1,54.2,69.1,3.09,Pass,C
S01526,Male,17,Master,Low,Yes,Noisy,2.08,66.3,6.92,2.2,84.8,49.5,1,No,64.0,42.9,45.9,40.9,47.6,1.51,Fail,F
S01527,Male,15,High School,Medium,Yes,Quiet,3.42,93.8,7.47,2.8,63.0,70.6,2,Yes,62.9,63.9,53.9,54.7,59.6,2.54,Pass,D
S01528,Male,15,Master,High,Yes,Quiet,4.31,78.9,6.16,0.2,100.0,70.8,2,Yes,68.4,71.1,59.8,80.5,68.7,2.24,Pass,C
S01529,Female,15,Bachelor,Low,Yes,Moderate,4.8,88.8,7.55,2.5,68.7,86.0,1,No,58.4,53.7,49.4,49.7,53.3,1.99,Pass,D
S01530,Female,16,Bachelor,Medium,Yes,Moderate,1.19,89.2,7.15,0.0,88.9,68.6,1,Yes,56.2,41.7,51.9,40.2,44.9,2.17,Fail,F
S01531,Female,15,PhD,Medium,Yes,Quiet,3.0,71.1,5.69,0.5,78.1,64.4,4,No,39.0,33.2,41.9,44.5,36.8,1.77,Fail,F
S01532,Female,15,High School,Low,Yes,Moderate,2.77,95.0,5.71,1.0,100.0,57.2,3,No,60.9,51.6,49.8,61.4,52.8,1.84,Pass,D
S01533,Female,15,Master,Low,Yes,Quiet,4.91,88.9,6.01,0.0,93.8,66.1,1,No,64.0,72.4,54.8,61.4,62.2,2.51,Pass,D
S01534,Male,18,High School,High,No,Quiet,0.5,86.2,7.51,1.3,63.5,68.7,0,No,23.1,22.7,23.5,19.3,25.9,1.31,Fail,F
S01535,Male,18,High School,Low,Yes,Quiet,1.74,88.9,6.66,2.9,100.0,78.9,3,No,40.0,51.0,33.2,47.6,41.8,2.13,Fail,F
S01536,Female,16,Master,High,Yes,Moderate,4.72,86.3,6.97,4.2,61.0,57.8,3,Yes,54.4,40.7,46.8,41.2,43.6,1.74,Fail,F
S01537,Male,15,Master,Medium,Yes,Noisy,2.44,93.3,8.37,1.7,64.1,100.0,3,No,44.2,38.9,28.1,29.0,36.6,1.4,Fail,F
S01538,Female,16,Bachelor,Low,Yes,Moderate,1.44,80.3,7.44,1.5,100.0,56.4,1,Yes,27.3,35.4,39.8,40.0,35.3,1.04,Fail,F
S01539,Female,15,Bachelor,Medium,Yes,Quiet,4.81,93.4,6.36,2.3,79.6,50.8,1,Yes,73.2,62.6,50.1,55.9,61.4,2.83,Pass,D
S01540,Male,15,Bachelor,High,Yes,Noisy,1.28,90.7,6.01,2.1,84.7,77.6,2,No,40.2,49.5,65.5,60.4,54.5,2.47,Pass,D
S01541,Male,15,Master,Medium,Yes,Quiet,4.23,83.3,7.31,1.0,86.3,50.8,1,No,49.4,70.4,60.6,58.7,59.6,2.83,Pass,D
S01542,Male,16,High School,Medium,Yes,Moderate,1.13,100.0,6.03,3.3,63.8,70.4,2,Yes,25.9,33.6,31.0,37.8,32.5,1.2,Fail,F
S01543,Female,16,Master,High,Yes,Moderate,1.27,89.5,8.25,2.1,100.0,59.6,4,Yes,44.4,45.3,39.2,26.0,37.6,1.28,Fail,F
S01544,Male,15,Bachelor,Low,No,Quiet,3.24,87.0,7.25,1.5,100.0,79.8,1,No,62.7,71.1,73.4,79.0,72.6,2.58,Pass,C
S01545,Female,17,Bachelor,High,Yes,Quiet,1.98,90.7,7.13,1.6,52.0,72.3,1,No,36.1,57.2,53.1,50.4,51.4,2.03,Pass,D
S01546,Female,16,Bachelor,High,Yes,Noisy,3.33,84.0,6.05,6.0,73.3,87.1,1,No,39.3,32.4,53.2,45.7,43.3,2.22,Fail,F
S01547,Female,18,Bachelor,Medium,Yes,Moderate,5.16,97.0,7.62,3.7,90.2,76.4,5,No,53.6,58.6,73.2,68.1,68.9,3.3,Pass,C
S01548,Male,16,Master,High,Yes,Quiet,2.81,84.8,8.13,2.0,78.3,70.7,0,No,72.8,58.9,53.2,52.0,57.1,1.84,Pass,D
S01549,Male,15,Bachelor,Medium,Yes,Noisy,4.95,93.2,6.86,0.0,71.9,73.1,5,No,66.5,81.8,68.0,79.7,73.1,2.84,Pass,C
S01550,Female,17,PhD,Medium,Yes,Quiet,3.39,74.3,7.93,0.0,88.4,55.5,3,No,60.2,49.6,58.5,50.6,51.6,2.53,Pass,D
S01551,Male,15,High School,Medium,Yes,Quiet,4.15,67.0,6.6,2.6,89.9,59.5,1,No,54.6,62.7,50.8,52.3,56.4,2.5,Pass,D
S01552,Male,18,Bachelor,Medium,Yes,Moderate,0.5,89.0,6.94,2.1,100.0,73.3,3,No,57.7,51.1,32.5,33.4,44.3,1.44,Fail,F
S01553,Male,16,Master,Medium,Yes,Moderate,3.76,81.2,9.09,0.8,54.0,78.9,1,Yes,46.7,69.9,56.3,63.3,58.7,2.37,Pass,D
S01554,Female,16,Bachelor,Low,Yes,Quiet,3.58,83.1,6.63,2.3,64.9,65.1,4,No,45.8,57.9,42.8,47.0,50.9,1.91,Pass,D
S01555,Female,15,Bachelor,Medium,Yes,Quiet,2.57,61.6,7.54,1.4,68.7,66.8,0,No,45.7,49.6,49.0,44.9,46.4,1.86,Fail,F
S01556,Male,15,Bachelor,Low,Yes,Moderate,5.27,100.0,6.61,1.5,100.0,64.1,1,No,78.7,74.3,66.1,59.8,70.9,2.65,Pass,C
S01557,Female,18,Master,Low,Yes,Moderate,2.41,86.0,7.28,2.2,100.0,75.6,2,Yes,68.7,65.9,57.5,72.5,65.2,2.73,Pass,C
S01558,Male,17,Master,Medium,Yes,Noisy,1.07,98.3,7.7,1.0,84.1,70.1,1,No,57.5,33.7,41.4,51.5,43.3,1.64,Fail,F
S01559,Male,18,High School,High,Yes,Moderate,3.94,71.1,6.1,0.4,78.7,79.3,4,No,45.5,47.3,51.8,45.1,50.5,2.3,Pass,D
S01560,Male,17,Master,Medium,Yes,Moderate,1.29,86.0,6.29,0.5,86.6,60.7,5,No,55.4,56.3,39.1,35.5,48.8,1.7,Fail,F
S01561,Male,16,Bachelor,Medium,Yes,Quiet,3.09,89.1,7.57,1.9,97.6,69.2,2,No,44.0,52.8,40.3,54.0,51.1,1.85,Pass,D
S01562,Female,17,High School,Low,Yes,Noisy,4.61,86.3,7.16,0.1,76.2,92.7,0,No,43.9,49.2,51.1,51.0,51.2,1.89,Pass,D
S01563,Female,17,Master,Medium,Yes,Quiet,3.6,87.3,8.17,5.8,84.1,100.0,4,No,51.3,37.1,62.5,44.6,51.7,2.65,Pass,D
S01564,Female,16,Bachelor,Low,Yes,Moderate,2.7,71.1,7.27,3.9,74.9,66.5,1,No,42.5,40.9,47.4,50.1,46.4,2.37,Fail,F
S01565,Male,16,Master,Low,No,Noisy,2.58,88.2,8.86,3.6,59.1,89.7,2,No,54.9,45.9,33.9,44.1,43.6,1.72,Fail,F
S01566,Male,16,High School,Medium,Yes,Noisy,4.52,76.6,7.7,1.2,53.2,89.0,2,No,63.6,79.4,63.3,69.8,76.3,3.2,Pass,C
S01567,Male,18,High School,Medium,Yes,Moderate,1.54,78.8,8.88,1.2,69.6,82.3,1,Yes,41.6,47.9,41.2,30.3,39.2,1.64,Fail,F
S01568,Female,16,Bachelor,Low,Yes,Moderate,3.93,85.2,8.69,0.4,74.4,43.4,4,No,73.4,54.3,53.1,58.9,61.7,2.29,Pass,D
S01569,Male,15,High School,Medium,No,Noisy,5.63,81.5,6.36,5.3,86.5,48.7,1,No,53.3,41.7,49.7,55.8,48.4,2.0,Fail,F
S01570,Female,16,Master,High,Yes,Noisy,3.65,82.1,8.48,4.5,84.0,62.4,5,Yes,66.4,64.9,75.3,70.4,67.7,2.43,Pass,C
S01571,Female,16,High School,Low,Yes,Moderate,2.71,96.2,7.94,3.5,59.1,62.5,1,Yes,57.9,59.6,55.5,66.6,60.2,2.38,Pass,D
S01572,Female,16,Bachelor,Low,Yes,Moderate,2.81,83.4,7.87,2.3,80.1,56.3,1,No,37.2,51.2,40.3,43.0,38.3,1.5,Fail,F
S01573,Female,17,High School,Medium,No,Quiet,2.42,81.0,8.19,1.9,71.8,78.3,1,No,18.1,35.8,34.7,47.8,32.6,1.21,Fail,F
S01574,Female,18,High School,Low,Yes,Moderate,2.22,83.8,6.69,3.3,76.3,79.2,1,Yes,46.0,50.6,50.7,42.4,46.1,1.7,Fail,F
S01575,Female,16,Master,High,No,Quiet,3.14,73.9,7.33,4.9,81.2,96.9,1,No,32.1,42.6,38.6,22.5,34.9,1.43,Fail,F
S01576,Male,18,High School,Medium,Yes,Moderate,3.82,86.6,6.58,3.5,99.2,60.9,2,No,74.9,70.0,64.9,61.9,70.7,2.11,Pass,C
S01577,Male,15,Bachelor,Medium,No,Moderate,4.93,92.2,9.31,0.8,73.1,60.2,1,No,66.4,60.0,54.3,53.9,61.4,2.49,Pass,D
S01578,Female,15,Master,Medium,Yes,Quiet,0.65,88.1,6.25,1.4,100.0,72.8,1,No,48.8,30.0,34.7,41.2,41.9,2.14,Fail,F
S01579,Female,16,Bachelor,Medium,Yes,Quiet,0.5,85.4,5.72,3.2,60.5,50.7,1,No,34.0,40.5,21.9,20.3,31.7,1.22,Fail,F
S01580,Male,15,Master,Low,Yes,Quiet,4.96,91.0,6.18,1.2,66.8,98.0,1,Yes,69.8,61.4,63.2,57.7,64.6,2.32,Pass,D
S01581,Female,18,High School,High,Yes,Quiet,3.07,79.5,6.95,1.8,78.6,64.6,3,No,66.2,66.8,66.5,53.2,63.4,2.35,Pass,D
S01582,Female,17,High School,Medium,Yes,Moderate,3.13,85.4,6.94,4.8,62.5,68.8,3,No,53.4,41.9,40.8,40.8,46.3,1.82,Fail,F
S01583,Male,16,Master,Low,Yes,Noisy,3.6,99.0,7.89,2.0,60.2,72.0,3,No,57.5,50.6,55.1,42.5,52.1,2.43,Pass,D
S01584,Female,15,Bachelor,Medium,Yes,Moderate,2.78,82.1,7.03,0.1,81.1,67.8,1,No,53.7,62.1,59.9,63.0,58.3,2.64,Pass,D
